scenario_id,E_RF_Jm,E_BAT_Jm,E_BB_Jm,E_PA_Jm
6Pro_3G_UMTS,49.56,139.488,45.0,4.562
6Pro_4G_VoLTE,55.39666666666667,160.28,53.46333333333333,1.9333333333333333
6Pro_4G_VoWIFI,22.84,139.41666666666666,21.593333333333334,1.25
6Pro_5G_VoLTE,70.29666666666667,134.67666666666665,60.56666666666666,9.73
6Pro_E_UMTS,54.836,124.478,35.128,19.708
iPhone_3G_UMTS,46.129999999999995,149.365,39.644999999999996,6.484999999999999
iPhone_4G_VoLTE,60.871818181818185,133.69818181818184,45.14636363636364,15.724545454545455
iPhone_4G_VoWIFI,43.843333333333334,149.9,41.306666666666665,2.54
